obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""288.1852""","=""0.0020""","=""288.186027""","=""0.000012""","=""20""","=""""",,"=""16.84805369""","=""21.14902003""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L3469""",
"=""291.14705""","=""0.00008""","=""291.146859""","=""0.000012""","=""250""","=""""",,"=""16.61907009""","=""20.87629955""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""""","=""L4498""",
"=""291.31735""","=""0.00013""","=""291.317322""","=""0.000012""","=""2000""","=""""",,"=""16.61907009""","=""20.87380857""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L5951""",
"=""291.3417""","=""0.0020""","=""291.344167""","=""0.000012""","=""20""","=""""",,"=""16.61907009""","=""20.87341655""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""292.93257""","=""0.00020""","=""292.932747""","=""0.000012""","=""150""","=""""",,"=""16.67082693""","=""20.90210303""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",,"=""""","=""L11529""",
"=""293.27252""","=""0.00013""","=""293.272637""","=""0.000013""","=""1000""","=""""",,"=""16.84805369""","=""21.07442614""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L5951""",
"=""294.4575""","=""0.0020""","=""294.458297""","=""0.000012""","=""20""","=""""",,"=""16.84805369""","=""21.05740907""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""294.6732""","=""0.0020""","=""294.673697""","=""0.000020""","=""20""","=""""",,"=""16.84805369""","=""21.05433227""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""294.73010""","=""0.00013""","=""294.730172""","=""0.000012""","=""2000""","=""1.66e+05""",D+,"=""16.67082693""","=""20.87629955""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L5951""",
"=""294.90497""","=""0.00009""","=""294.904858""","=""0.000012""","=""100""","=""""",,"=""16.67082693""","=""20.87380857""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L4498""",
"=""294.93218""","=""0.00009""","=""294.932368""","=""0.000012""","=""150""","=""""",,"=""16.67082693""","=""20.87341655""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L4498""",
"=""295.2527""","=""0.0020""","=""295.252460""","=""0.000014""","=""50""","=""""",,"=""16.84805369""","=""21.04608736""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L3469""",
"=""295.7293""","=""0.0020""","=""295.729181""","=""0.000013""","=""80*""","=""""",,"=""16.61907009""","=""20.81033675""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""295.7293""","=""0.0020""","=""295.729282""","=""0.000013""","=""80*""","=""""",,"=""16.61907009""","=""20.81033531""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L3469""",
"=""297.47189""","=""0.00008""","=""297.472009""","=""0.000013""","=""3000""","=""4.75e+05""",C,"=""16.61907009""","=""20.78578203""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L5951""",
"=""297.55233""","=""0.00013""","=""297.552305""","=""0.000013""","=""350""","=""""",,"=""16.61907009""","=""20.78465767""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L5951""",
"=""297.98086""","=""0.00013""","=""297.981021""","=""0.000013""","=""500""","=""""",,"=""16.61907009""","=""20.77866475""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""""","=""L5951""",
"=""298.06453""","=""0.00013""","=""298.064660""","=""0.000013""","=""400""","=""""",,"=""16.71538108""","=""20.87380857""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L5951""",
"=""298.09252""","=""0.00013""","=""298.092763""","=""0.000013""","=""500""","=""""",,"=""16.71538108""","=""20.87341655""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L5951""",
"=""298.26696""","=""0.00008""","=""298.267039""","=""0.000013""","=""3000""","=""2.63e+05""",C,"=""16.61907009""","=""20.77467615""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",,"=""T6976""","=""L5951""",
"=""299.24296""","=""0.00008""","=""299.243061""","=""0.000013""","=""2000""","=""8.3e+05""",D+,"=""16.67082693""","=""20.81287950""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L5951""",
"=""299.4250""","=""0.0020""","=""299.426883""","=""0.000013""","=""30""","=""""",,"=""16.67082693""","=""20.81033675""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""301.21354""","=""0.00014""","=""301.213696""","=""0.000013""","=""500""","=""""",,"=""16.67082693""","=""20.78578203""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""""","=""L5951""",
"=""301.29576""","=""0.00014""","=""301.296024""","=""0.000013""","=""500""","=""""",,"=""16.67082693""","=""20.78465767""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L5951""",
"=""301.73547""","=""0.00014""","=""301.735603""","=""0.000013""","=""500""","=""""",,"=""16.67082693""","=""20.77866475""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""""","=""L5951""",
"=""302.6913""","=""0.0020""","=""302.692245""","=""0.000013""","=""150*""","=""""",,"=""16.61907009""","=""20.71392586""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""302.6913""","=""0.0020""","=""302.692375""","=""0.000013""","=""150*""","=""""",,"=""16.61907009""","=""20.71392409""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""",,"=""""","=""L3469""",
"=""302.8424""","=""0.0020""","=""302.842757""","=""0.000013""","=""30*""","=""""",,"=""16.61907009""","=""20.71189082""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L3469""",
"=""302.8424""","=""0.0020""","=""302.842976""","=""0.000013""","=""30*""","=""""",,"=""16.61907009""","=""20.71188785""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""303.03235""","=""0.00009""","=""303.032260""","=""0.000013""","=""500""","=""""",,"=""16.67082693""","=""20.76108829""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L4498""",
"=""304.59471""","=""0.00009""","=""304.595025""","=""0.000013""","=""70""","=""""",,"=""16.71538108""","=""20.78465767""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L4498""",
"=""305.73907""","=""0.00008""","=""305.739148""","=""0.000013""","=""3000""","=""1.81e+06""",C,"=""16.84805369""","=""20.90210303""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L5951""",
"=""306.36952""","=""0.00009""","=""306.369599""","=""0.000013""","=""2000""","=""""",,"=""16.71538108""","=""20.76108829""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L4498""",
"=""306.5668""","=""0.0020""","=""306.567253""","=""0.000013""","=""50""","=""""",,"=""16.67082693""","=""20.71392586""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""306.7214""","=""0.0020""","=""306.721868""","=""0.000013""","=""250*""","=""""",,"=""16.67082693""","=""20.71188785""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""306.7214""","=""0.0020""","=""306.721643""","=""0.000013""","=""250*""","=""""",,"=""16.67082693""","=""20.71189082""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L3469""",
"=""307.69761""","=""0.00009""","=""307.697681""","=""0.000014""","=""2000""","=""""",,"=""16.84805369""","=""20.87629955""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""""","=""L5951""",
"=""307.88806""","=""0.00009""","=""307.888080""","=""0.000014""","=""1000""","=""""",,"=""16.84805369""","=""20.87380857""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L4498""",
"=""307.91808""","=""0.00009""","=""307.918066""","=""0.000014""","=""1000""","=""""",,"=""16.84805369""","=""20.87341655""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L4498""",
"=""310.1407""","=""0.0020""","=""310.141423""","=""0.000014""","=""70""","=""""",,"=""16.71538108""","=""20.71188785""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""312.61965""","=""0.00009""","=""312.619706""","=""0.000014""","=""2000""","=""9.6e+05""",C,"=""16.84805369""","=""20.81287950""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L5951""",
"=""314.77135""","=""0.00010""","=""314.771080""","=""0.000014""","=""250""","=""""",,"=""16.84805369""","=""20.78578203""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""""","=""L4498""",
"=""314.86107""","=""0.00004""","=""314.860987""","=""0.000014""","=""1000""","=""""",,"=""16.84805369""","=""20.78465767""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""""","=""L3451""",
"=""315.34107""","=""0.00004""","=""315.341067""","=""0.000014""","=""1000""","=""""",,"=""16.84805369""","=""20.77866475""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""""","=""L3451""",
"=""316.75762""","=""0.00004""","=""316.757560""","=""0.000014""","=""500""","=""""",,"=""16.84805369""","=""20.76108829""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",,"=""""","=""L3451""",
"=""320.6199""","=""0.0020""","=""320.622046""","=""0.000015""","=""10""","=""""",,"=""16.84805369""","=""20.71392586""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L3469""",
"=""320.7906""","=""0.0020""","=""320.790920""","=""0.000015""","=""100*""","=""""",,"=""16.84805369""","=""20.71189082""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L3469""",
"=""320.7906""","=""0.0020""","=""320.791166""","=""0.000015""","=""100*""","=""""",,"=""16.84805369""","=""20.71188785""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L3469""",
"=""335.17495""","=""0.00010""","=""335.174861""","=""0.000016""","=""250""","=""1.08e+04""",D,"=""16.67082693""","=""20.36885404""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""",,"=""T2427""","=""L4498""",
"=""336.98076""","=""0.00005""","=""336.980758""","=""0.000016""","=""5000""","=""1.32e+05""",C,"=""16.61907009""","=""20.29727991""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""336.99069""","=""0.00005""","=""336.990718""","=""0.000016""","=""7000""","=""7.1e+05""",C,"=""16.61907009""","=""20.29717120""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""337.56489""","=""0.00005""","=""337.564841""","=""0.000016""","=""500""","=""2.20e+05""",D+,"=""16.61907009""","=""20.29091576""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T3163""","=""L3451""",
"=""341.79031""","=""0.00005""","=""341.790310""","=""0.000017""","=""5000""","=""8.7e+05""",C,"=""16.67082693""","=""20.29727991""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""341.80052""","=""0.00011""","=""341.800556""","=""0.000017""","=""500""","=""2.78e+05""",C,"=""16.67082693""","=""20.29717120""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L5951""",
"=""342.39120""","=""0.00005""","=""342.391198""","=""0.000017""","=""500""","=""1.00e+05""",D+,"=""16.67082693""","=""20.29091576""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T3163""","=""L3451""",
"=""344.77022""","=""0.00005""","=""344.770244""","=""0.000017""","=""2000""","=""2.13e+06""",C+,"=""16.61907009""","=""20.21417968""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""345.07641""","=""0.00005""","=""345.076453""","=""0.000017""","=""500""","=""4.70e+05""",C,"=""16.61907009""","=""20.21098961""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""345.41942""","=""0.00005""","=""345.419438""","=""0.000017""","=""1000""","=""3.68e+06""",C,"=""16.67082693""","=""20.25917996""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L3451""",
"=""346.05235""","=""0.00005""","=""346.052368""","=""0.000017""","=""1000""","=""7.5e+05""",C,"=""16.71538108""","=""20.29717120""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""346.43385""","=""0.00005""","=""346.433825""","=""0.000017""","=""1000""","=""6.4e+05""",C,"=""16.61907009""","=""20.19691643""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""346.65781""","=""0.00005""","=""346.657808""","=""0.000017""","=""2000""","=""1.25e+06""",C,"=""16.71538108""","=""20.29091576""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""347.25706""","=""0.00005""","=""347.257063""","=""0.000017""","=""5000""","=""1.69e+06""",C+,"=""16.61907009""","=""20.18843472""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""",,"=""T6976""","=""L3451""",
"=""349.80632""","=""0.00005""","=""349.806366""","=""0.000017""","=""1000""","=""4.84e+05""",C,"=""16.67082693""","=""20.21417968""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""350.12154""","=""0.00005""","=""350.121589""","=""0.000017""","=""2000""","=""1.20e+06""",C,"=""16.67082693""","=""20.21098961""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""351.07207""","=""0.00005""","=""351.072070""","=""0.000018""","=""500""","=""2.51e+05""",C,"=""16.61907009""","=""20.14964852""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""351.51900""","=""0.00005""","=""351.519020""","=""0.000018""","=""2000""","=""6.7e+05""",C,"=""16.67082693""","=""20.19691643""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""352.04714""","=""0.00005""","=""352.047107""","=""0.000018""","=""10000""","=""7.58e+06""",C+,"=""16.84805369""","=""20.36885404""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L3451""",
"=""356.29551""","=""0.00005""","=""356.295363""","=""0.000018""","=""150""","=""""",,"=""16.67082693""","=""20.14964852""","=""2s2.2p5.(2P*<3/2>).3s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",,"=""""","=""L3451""",
"=""359.35263""","=""0.00005""","=""359.352567""","=""0.000018""","=""5000""","=""8.87e+05""",C+,"=""16.84805369""","=""20.29727991""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""359.36385""","=""0.00004""","=""359.363893""","=""0.000018""","=""3000""","=""7.4e+05""",C,"=""16.84805369""","=""20.29717120""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L5951""",
"=""360.01694""","=""0.00005""","=""360.016850""","=""0.000018""","=""1000""","=""4.37e+05""",C,"=""16.84805369""","=""20.29091576""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""360.91787""","=""0.00005""","=""360.917855""","=""0.000019""","=""500""","=""5.0e+04""",D,"=""16.71538108""","=""20.14964852""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",,"=""T3163""","=""L3451""",
"=""363.36643""","=""0.00005""","=""363.366399""","=""0.000019""","=""1000""","=""8.2e+05""",C,"=""16.84805369""","=""20.25917996""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L3451""",
"=""368.22421""","=""0.00005""","=""368.224215""","=""0.000019""","=""1000""","=""1.35e+05""",C,"=""16.84805369""","=""20.21417968""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""368.57351""","=""0.00005""","=""368.573521""","=""0.000019""","=""1000""","=""3.96e+05""",C,"=""16.84805369""","=""20.21098961""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L3451""",
"=""370.12247""","=""0.00005""","=""370.122445""","=""0.000019""","=""400""","=""2.21e+05""",C,"=""16.84805369""","=""20.19691643""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T6976""","=""L3451""",
"=""375.42148""","=""0.00005""","=""375.421508""","=""0.000020""","=""500""","=""8.0e+04""",D+,"=""16.84805369""","=""20.14964852""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""",,"=""T3163""","=""L3451""",
"=""376.5819""","=""0.0020""","=""376.583956""","=""0.000020""","=""50f""","=""""",,"=""16.84805369""","=""20.13945733""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""",UT,"=""""","=""L3469""",
"=""376.8047""","=""0.0020""","=""376.806753""","=""0.000020""","=""50f""","=""""",,"=""16.84805369""","=""20.13751125""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""",UT,"=""""","=""L3469""",
"=""376.9449""","=""0.0020""","=""376.946108""","=""0.000020""","=""70f""","=""""",,"=""16.84805369""","=""20.13629519""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""3""",UT,"=""""","=""L3469""",
"=""376.9654""","=""0.0020""","=""376.967714""","=""0.000020""","=""50f""","=""""",,"=""16.84805369""","=""20.13610672""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[5/2]*""","=""2""",UT,"=""""","=""L3469""",
"=""388.2698""","=""0.0020""","=""388.271148""","=""0.000021""","=""20f""","=""""",,"=""16.84805369""","=""20.04038646""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""1""",UT,"=""""","=""L3469""",
"=""388.7134""","=""0.0020""","=""388.714352""","=""0.000021""","=""10f""","=""""",,"=""16.84805369""","=""20.03674670""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[3/2]*""","=""2""",UT,"=""""","=""L3469""",
"=""388.9427""","=""0.0020""","=""388.943335""","=""0.000021""","=""50f""","=""""",,"=""16.84805369""","=""20.03486947""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[7/2]*""","=""3""",UT,"=""""","=""L3469""",
"=""389.9723""","=""0.0020""","=""389.974242""","=""0.000022""","=""20f""","=""""",,"=""16.84805369""","=""20.02644523""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[1/2]*""","=""1""",UT,"=""""","=""L3469""",
"=""394.3540""","=""0.0020""","=""394.3545""","=""0.0012""","=""20""","=""""",,"=""18.38162323""","=""21.524712""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
